transaction_id,customer_id,policy_id,transaction_date,product_type,policy_status,premium_amount,province,payment_frequency,payment_status
1355,C0355,P10355,2026-99-99,Annuity,Active,2573.5,Ontario,Quarterly,Paid
1024,C0024,P10024,2026-01-08,Life,  pending  ,654.75,Manitoba,Monthly,Pending
1044,C0044,P10044,2026-03-22,Annuity,Active,3701.04,British Columbia,Monthly,PENDING 
1244,C0244,P10244,2026-02-08,Annuity,Active,910.43,British Columbia,Monthly,Overdue
1738,C0738,P10738,2026-03-01,Annuity,Lapsed,788.94,Nova Scotia,Monthly,Pending
2136,C1136,P11136,2026-02-18T00:00:00.000000000,Life,Lapsed,3364.21,Ontario,  monthly  ,Overdue
1368,C0368,P10368,2026-01-26,Life,Pending,665.07,Manitoba,Annual,Overdue
1164,C0164,P10164,2026-03-28T00:00:00.000000000,Annuity,Pending,624.28,British Columbia,Quarterly,Overdue
2116,C1116,P11116,2026-01-14T00:00:00.000000000,Annuity,Pending,3872.95,Ontario,Quarterly,Pending
1333,C0333,P10333,2026-02-21,ANNUITY ,Active,2963.51,Nova Scotia,Monthly,Pending
1989,C0989,P10989,2026-02-02,Annuity,PENDING ,4652.41,Quebec,Quarterly,Paid
2119,C1119,P11119,2026-03-11,Life,Pending,4444.93,Ontario,Quarterly,Paid
2002,C1002,P11002,2026-02-01,Annuity,Lapsed,1472.17,MANITOBA ,Annual,Overdue
1378,C0378,P10378,2026-03-09T00:00:00.000000000,Life,Active,2097.97,Manitoba,Quarterly,Overdue
1310,C0310,P10310,2026-03-22T00:00:00.000000000,  annuity  ,Active,2904.56,Alberta,Quarterly,Pending
1156,C0156,P10156,2026-02-17,LIFE ,Lapsed,,British Columbia,Annual,Pending
1211,C0211,P10211,2026-02-12,Life,Active,4736.59,Quebec,  quarterly  ,Paid
1087,C0087,P10087,2026-01-01T00:00:00.000000000,Annuity,Active,1578.03,Alberta,Monthly,Paid
1169,C0169,P10169,2026-02-27,Annuity,Lapsed,4371.82,Nova Scotia,Quarterly,Overdue
1995,C0995,P10995,2026-01-08,Life,Pending,2652.05,Ontario,Annual,Paid
1052,C0052,P10052,2026-03-27T00:00:00.000000000,Life,Lapsed,INVALID_AMT,British Columbia,Annual,Overdue
1439,C0439,P10439,2026-01-07,ANNUITY ,Pending,3787.47,Nova Scotia,Monthly,Overdue
1550,C0550,P10550,2026-01-17T00:00:00.000000000,Annuity,Pending,2323.62,Alberta,Monthly,  pending  
1491,C0491,P10491,2026-03-26,LIFE ,Pending,INVALID_AMT,Nova Scotia,Monthly,Overdue
1426,C0426,P10426,2026-02-04,Life,Pending,1239.2,Ontario,Annual,Pending
1136,C0136,P10136,2026-03-10T00:00:00.000000000,Annuity,Pending,1535.83,Manitoba,Annual,PAID 
1578,C0578,P10578,2026-01-12T00:00:00.000000000,Annuity,Active,2124.38,Alberta,Quarterly,Pending
1055,C0055,P10055,2026-01-01,Annuity,Active,3747.78,Ontario,Monthly,  overdue  
1079,C0079,P10079,2026-01-24,Life,Pending,4743.09,Alberta,Annual,Pending
1431,C0431,P10431,2026-02-09,Life,Lapsed,2533.77,British Columbia,Annual,Pending
1185,C0185,P10185,2026-02-27,Annuity,Active,4618.46,British Columbia,Monthly,Overdue
1057,C0057,P10057,2026-99-99,Life,Pending,-3697.98,,Annual,  paid  
1943,C0943,P10943,2026-02-01,Annuity,Active,2930.05,Manitoba,Quarterly,Paid
1851,C0851,P10851,2026-03-17,Life,  active  ,1008.99,Ontario,Monthly,Paid
1771,C0771,P10771,2026-01-03,Life,Pending,683.39,QUEBEC ,Annual,Pending
1219,C0219,P10219,2026-01-26T00:00:00.000000000,Annuity,ACTIVE ,3567.26,Alberta,QUARTERLY ,Paid
1845,C0845,P10845,2026-01-05,Life,Pending,4835.06,Ontario,Annual,Paid
1114,C0114,P10114,2026-01-19,Annuity,Active,3766.8,Manitoba,Monthly,Overdue
1549,C0549,P10549,2026-02-10,Life,Pending,1733.25,British Columbia,Quarterly,Paid
2019,C1019,P11019,2026-01-07,Annuity,Pending,2864.77,Manitoba,Monthly,Paid
2073,C1073,P11073,2026-02-22,Life,Lapsed,4641.34,Ontario,Annual,Paid
1175,C0175,P10175,2026-01-06,Annuity,Active,732.57,Ontario,Annual,Pending
2023,C1023,P11023,2026-01-21T00:00:00.000000000,Annuity,Pending,586.37,Ontario,  annual  ,PAID 
1616,C0616,P10616,2026-02-08,  annuity  ,Active,542.68,MANITOBA ,Monthly,Pending
1514,C0514,P10514,2026-03-08T00:00:00.000000000,Life,Pending,1539.84,British Columbia,Annual,Pending
1462,C0462,P10462,2026-01-12,LIFE ,Lapsed,4603.34,Alberta,Monthly,Overdue
1287,C0287,P10287,2026-01-08T00:00:00.000000000,Life,Active,1263.56,Manitoba,Annual,Overdue
1382,C0382,P10382,2026-03-24T00:00:00.000000000,Annuity,Lapsed,2204.48,Nova Scotia,Annual,Pending
2008,C1008,P11008,2026-01-31T00:00:00.000000000,Annuity,Active,3627.66,Ontario,Annual,Pending
1671,C0671,P10671,2026-03-21,  annuity  ,Active,INVALID_AMT,Manitoba,ANNUAL ,Pending
1535,C0535,P10535,2026-02-13T00:00:00.000000000,Annuity,Lapsed,1487.8,Ontario,Annual,Pending
1910,C0910,P10910,2026-03-27,Annuity,Pending,3170.92,Ontario,Annual,Overdue
1293,C0293,P10293,2026-01-17,Annuity,Lapsed,1758.94,Alberta,Quarterly,Overdue
1124,C0124,P10124,2026-02-10,Annuity,Lapsed,1291.66,Manitoba,Monthly,Pending
1583,C0583,P10583,2026-03-21,Annuity,Lapsed,4428.26,  manitoba  ,Quarterly,  pending  
1141,C0141,P10141,2026-01-06T00:00:00.000000000,Annuity,Active,2165.71,Ontario,Quarterly,Overdue
1736,C0736,P10736,2026-03-25T00:00:00.000000000,  annuity  ,Active,2436.38,Nova Scotia,Annual,Pending
1082,C0082,P10082,2026-02-27,Annuity,Pending,4831.01,Ontario,QUARTERLY ,Pending
1882,C0882,P10882,2026-01-05,Life,Pending,2294.7,Nova Scotia,  annual  ,Paid
1740,C0740,P10740,2026-01-11,ANNUITY ,Pending,4929.58,MANITOBA ,Annual,Overdue
2102,C1102,P11102,2026-01-30,Annuity,  lapsed  ,4429.95,Ontario,Monthly,Paid
1909,C0909,P10909,2026-01-22,Life,  lapsed  ,4186.35,Alberta,QUARTERLY ,Paid
1778,C0778,P10778,2026-02-22,Annuity,Lapsed,3464.18,,  quarterly  ,Overdue
1937,C0937,P10937,2026-02-05T00:00:00.000000000,Life,Active,1363.4,Manitoba,Monthly,Paid
1372,C0372,P10372,2026-01-15,Annuity,Active,971.91,ALBERTA ,Quarterly,  pending  
1890,C0890,P10890,2026-03-16,Life,Active,2210.34,Alberta,Monthly,Paid
1157,C0157,P10157,2026-02-11,Life,Active,-4142.13,Nova Scotia,Quarterly,  pending  
1992,C0992,P10992,2026-02-21,Annuity,Pending,2761.55,Quebec,Quarterly,Paid
1622,C0622,P10622,2026-02-18,Life,Active,997.13,Alberta,  monthly  ,Paid
2038,C1038,P11038,2026-01-13,Annuity,Pending,1099.15,Alberta,Quarterly,Pending
1245,C0245,P10245,2026-02-11T00:00:00.000000000,Annuity,Lapsed,4884.12,Nova Scotia,Annual,Pending
1159,C0159,P10159,2026-01-13,Life,Pending,867.17,Alberta,Quarterly,Paid
1746,C0746,P10746,2026-02-10,  annuity  ,Lapsed,678.28,Nova Scotia,  annual  ,Pending
1193,C0193,P10193,2026-03-27T00:00:00.000000000,Annuity,Pending,564.77,Quebec,Quarterly,  pending  
1534,C0534,P10534,2026-01-09,Life,Pending,2462.57,Nova Scotia,Quarterly,Pending
1904,C0904,P10904,2026-03-02,Annuity,Active,1654.53,Nova Scotia,Quarterly,Paid
2004,C1004,P11004,2026-99-99,Life,ACTIVE ,2239.07,British Columbia,Monthly,Overdue
2070,C1070,P11070,2026-01-10,LIFE ,Lapsed,-4094.21,British Columbia,Annual,Paid
1414,C0414,P10414,2026-03-14,Annuity,Pending,3921.03,Alberta,Monthly,PENDING 
1773,C0773,P10773,2026-03-16,ANNUITY ,  pending  ,3761.72,Alberta,MONTHLY ,Pending
1328,C0328,P10328,2026-03-16T00:00:00.000000000,Life,Pending,1458.34,Nova Scotia,Monthly,PAID 
1129,C0129,P10129,2026-99-99,Annuity,LAPSED ,921.54,Quebec,ANNUAL ,Pending
1695,C0695,P10695,2026-01-17,Life,Pending,3969.43,  manitoba  ,  annual  ,Pending
1631,C0631,P10631,2026-02-12,Life,Active,3148.49,British Columbia,ANNUAL ,Paid
1275,C0275,P10275,2026-02-16,Annuity,Lapsed,4510.14,Alberta,Annual,Overdue
2148,C1148,P11148,2026-03-16T00:00:00.000000000,Annuity,Lapsed,3829.94,British Columbia,Annual,  paid  
1309,C0309,P10309,2026-02-24,Annuity,Active,4391.25,Quebec,Quarterly,PAID 
1234,C0234,P10234,2026-03-30,Life,Pending,1940.22,Alberta,Quarterly,PENDING 
2048,C1048,P11048,2026-03-28,Annuity,Active,2832.84,Alberta,Annual,Pending
1623,C0623,P10623,2026-01-14,Annuity,Pending,1836.51,Nova Scotia,Monthly,Pending
1644,C0644,P10644,2026-01-09,Life,Pending,4674.89,British Columbia,Annual,Pending
1479,C0479,P10479,2026-01-26,Life,Active,2000.75,British Columbia,Quarterly,Pending
1472,C0472,P10472,2026-03-31,Annuity,Lapsed,4275.04,British Columbia,Quarterly,Overdue
1926,C0926,P10926,2026-01-10,Life,PENDING ,1655.98,Quebec,Annual,Overdue
2098,C1098,P11098,2026-01-22T00:00:00.000000000,  life  ,Pending,2940.07,Manitoba,Annual,  pending  
1627,C0627,P10627,2026-03-20,LIFE ,Pending,2424.98,Alberta,Quarterly,PENDING 
1395,C0395,P10395,2026-03-07,Life,Active,3091.99,Quebec,Quarterly,Overdue
1637,C0637,P10637,2026-01-20,Life,Lapsed,4270.22,Alberta,Annual,Paid
1768,C0768,P10768,2026-01-07T00:00:00.000000000,Life,Pending,3473.69,British Columbia,Annual,Overdue
1533,C0533,P10533,2026-02-06,Annuity,Pending,2342.35,NOVA SCOTIA ,Quarterly,Paid
1718,C0718,P10718,2026-01-19,Annuity,Pending,1733.97,Alberta,Monthly,Overdue
1667,C0667,P10667,2026-02-27,Life,  active  ,3070.94,British Columbia,Quarterly,Pending
1598,C0598,P10598,2026-03-23,Life,Active,3852.79,Nova Scotia,QUARTERLY ,Pending
1482,C0482,P10482,2026-01-02,Life,Pending,2595.65,Ontario,Monthly,Pending
2103,C1103,P11103,2026-01-25,Life,Active,3925.05,Nova Scotia,Quarterly,Overdue
1315,C0315,P10315,2026-03-26,Life,  active  ,2527.45,Quebec,  quarterly  ,Paid
1729,C0729,P10729,2026-02-15,Life,Lapsed,2886.59,Manitoba,Quarterly,  paid  
1210,C0210,P10210,2026-02-02,Annuity,Lapsed,4150.42,Quebec,MONTHLY ,PENDING 
1934,C0934,P10934,2026-03-09,Annuity,Pending,3759.52,Ontario,Annual,Overdue
1434,C0434,P10434,2026-03-04,Life,  active  ,2762.24,Manitoba,Annual,Paid
1329,C0329,P10329,2026-02-07T00:00:00.000000000,Annuity,Lapsed,3277.69,British Columbia,Annual,Pending
1261,C0261,P10261,2026-01-31T00:00:00.000000000,Annuity,Pending,2667.5,Alberta,Monthly,Overdue
2117,C1117,P11117,2026-02-22,Annuity,Active,2155.73,BRITISH COLUMBIA ,MONTHLY ,Overdue
1307,C0307,P10307,2026-02-18T00:00:00.000000000,Life,Active,4272.48,Alberta,Quarterly,Overdue
2067,C1067,P11067,2026-03-09,Annuity,Lapsed,3985.85,Quebec,Annual,OVERDUE 
1928,C0928,P10928,2026-01-25,Life,Lapsed,4945.03,Manitoba,Quarterly,Pending
2025,C1025,P11025,2026-03-28,Annuity,Pending,1116.99,Ontario,Monthly,Pending
1271,C0271,P10271,2026-01-25T00:00:00.000000000,Life,Lapsed,4408.7,  ontario  ,Annual,Overdue
1291,C0291,P10291,2026-02-10,Annuity,Lapsed,1669.77,Alberta,Monthly,Pending
1813,C0813,P10813,2026-02-05T00:00:00.000000000,Annuity,Pending,4864.19,Nova Scotia,Annual,Overdue
1097,C0097,P10097,2026-01-03T00:00:00.000000000,Life,LAPSED ,3159.02,Ontario,Monthly,Paid
1888,C0888,P10888,2026-03-21,Annuity,Lapsed,3413.64,Quebec,Monthly,Paid
1819,C0819,P10819,2026-01-08,Annuity,Pending,3277.15,Quebec,ANNUAL ,  pending  
1032,C0032,P10032,2026-01-14T00:00:00.000000000,Life,Active,3772.72,ONTARIO ,Annual,Overdue
1763,C0763,P10763,2026-03-14,Life,Pending,733.87,NOVA SCOTIA ,Quarterly,OVERDUE 
1954,C0954,P10954,2026-02-24,Annuity,Active,2911.22,Nova Scotia,Monthly,  pending  
1320,C0320,P10320,2026-03-13,Annuity,Active,599.83,Quebec,Annual,Pending
1299,C0299,P10299,2026-03-07T00:00:00.000000000,Annuity,Lapsed,872.37,Quebec,Annual,Pending
1200,C0200,P10200,2026-01-23T00:00:00.000000000,Life,Lapsed,716.27,Quebec,Quarterly,  paid  
1561,C0561,P10561,2026-01-26,Annuity,Pending,807.12,Alberta,Quarterly,Pending
1179,C0179,P10179,2026-01-30,Life,Pending,684.8,Ontario,QUARTERLY ,Pending
2132,C1132,P11132,2026-01-04,Annuity,Active,737.62,Nova Scotia,Annual,Paid
1089,C0089,P10089,2026-03-31T00:00:00.000000000,Life,Lapsed,4935.43,NOVA SCOTIA ,Monthly,PAID 
1788,C0788,P10788,2026-03-02T00:00:00.000000000,Annuity,  lapsed  ,4308.1,Ontario,Annual,Pending
1725,C0725,P10725,2026-03-21,Annuity,  active  ,2944.55,Ontario,Quarterly,
1827,C0827,P10827,2026-03-19T00:00:00.000000000,Life,Active,756.89,Nova Scotia,ANNUAL ,Overdue
1209,C0209,P10209,2026-02-04,LIFE ,Pending,3394.8,Quebec,Annual,OVERDUE 
2040,C1040,P11040,2026-01-09,Annuity,Pending,-4742.74,Nova Scotia,Annual,Overdue
1297,C0297,P10297,2026-03-23,Annuity,Active,2374.88,Alberta,Quarterly,Paid
1998,C0998,P10998,2026-01-12,Life,Pending,4846.2,British Columbia,Monthly,Pending
1498,C0498,P10498,2026-02-20T00:00:00.000000000,Annuity,Lapsed,1444.58,Manitoba,Quarterly,Pending
1835,C0835,P10835,2026-03-30,Life,Pending,3376.04,Nova Scotia,QUARTERLY ,Overdue
1430,C0430,P10430,2026-02-11,Life,Pending,2266.0,Manitoba,Annual,Pending
1507,C0507,P10507,2026-01-29,Annuity,Lapsed,839.77,Ontario,QUARTERLY ,Pending
1831,C0831,P10831,2026-02-28T00:00:00.000000000,Life,Active,1922.7,  alberta  ,Quarterly,PENDING 
1694,C0694,P10694,2026-03-09,Annuity,Lapsed,1854.34,Quebec,  annual  ,Paid
1011,C0011,P10011,2026-03-30T00:00:00.000000000,Annuity,Lapsed,1810.53,Alberta,Monthly,Paid
1848,C0848,P10848,2026-02-12T00:00:00.000000000,  annuity  ,Pending,3574.62,Quebec,Annual,Pending
1463,C0463,P10463,2026-03-03,Annuity,Active,953.58,Manitoba,Monthly,Paid
1199,C0199,P10199,2026-02-08T00:00:00.000000000,Life,Pending,2058.37,ONTARIO ,Quarterly,Paid
1060,C0060,P10060,2026-02-21T00:00:00.000000000,ANNUITY ,Pending,3034.74,Manitoba,Monthly,Overdue
1907,C0907,P10907,2026-02-13T00:00:00.000000000,  life  ,Lapsed,695.36,Quebec,Monthly,Pending
1997,C0997,P10997,2026-03-09T00:00:00.000000000,Annuity,Pending,-859.84,Nova Scotia,Quarterly,Paid
1276,C0276,P10276,2026-03-26T00:00:00.000000000,Life,Lapsed,4968.34,Quebec,Annual,OVERDUE 
1809,C0809,P10809,2026-03-30T00:00:00.000000000,Annuity,Pending,4862.36,Ontario,Quarterly,Overdue
1908,C0908,P10908,2026-02-16,Life,Lapsed,4781.32,Manitoba,Annual,Overdue
1658,C0658,P10658,2026-01-11T00:00:00.000000000,Annuity,Pending,891.44,Ontario,Annual,Overdue
1957,C0957,P10957,2026-01-17,Life,  pending  ,1853.84,Manitoba,Annual,Overdue
1886,C0886,P10886,2026-02-12,Life,Active,-582.05,  ontario  ,  monthly  ,
1221,C0221,P10221,2026-01-07,ANNUITY ,Pending,1031.74,Alberta,Quarterly,Pending
1789,C0789,P10789,2026-02-06T00:00:00.000000000,Annuity,  active  ,2056.71,Quebec,Quarterly,Pending
1712,C0712,P10712,2026-03-19,Life,Pending,1535.24,Ontario,Annual,Overdue
1714,C0714,P10714,2026-03-22T00:00:00.000000000,Life,Active,,  british columbia  ,Monthly,Overdue
2113,C1113,P11113,2026-02-05,Annuity,Pending,523.53,Quebec,Monthly,  overdue  
1381,C0381,P10381,2026-01-08,Life,Lapsed,3139.41,  british columbia  ,Quarterly,Paid
1790,C0790,P10790,2026-01-20,Annuity,PENDING ,2771.8,Ontario,Quarterly,Overdue
1416,C0416,P10416,2026-02-07,  life  ,Lapsed,2353.28,Nova Scotia,  quarterly  ,Pending
1899,C0899,P10899,2026-01-04,Annuity,Lapsed,4204.28,Nova Scotia,Annual,Pending
1935,C0935,P10935,2026-02-11T00:00:00.000000000,Life,Lapsed,4574.86,British Columbia,Monthly,Paid
1266,C0266,P10266,2026-02-27T00:00:00.000000000,Life,Active,3834.38,QUEBEC ,Monthly,Overdue
1632,C0632,P10632,2026-02-08,Life,PENDING ,4456.03,,Monthly,OVERDUE 
1248,C0248,P10248,2026-03-16,Life,Active,1026.8,British Columbia,Quarterly,Overdue
1683,C0683,P10683,2026-01-02T00:00:00.000000000,Life,Pending,4244.6,Alberta,Annual,Paid
1559,C0559,P10559,2026-02-23T00:00:00.000000000,Annuity,Pending,3821.15,Nova Scotia,Quarterly,Overdue
2137,C1137,P11137,2026-03-24,  annuity  ,Active,763.48,Nova Scotia,Annual,Overdue
1968,C0968,P10968,2026-01-23,Life,Active,1684.01,Manitoba,Monthly,Overdue
2005,C1005,P11005,2026-01-05,Annuity,Active,4013.43,Quebec,MONTHLY ,Paid
1985,C0985,P10985,2026-01-02,Annuity,Active,1506.26,Alberta,Quarterly,Pending
1295,C0295,P10295,2026-01-29,Annuity,Pending,1099.33,Quebec,Quarterly,Paid
1520,C0520,P10520,2026-02-15,Life,Lapsed,4235.99,British Columbia,Monthly,Overdue
1771,C0771,P10771,2026-01-03,Life,Pending,683.39,Quebec,Annual,Pending
1084,C0084,P10084,2026-02-25,Life,Lapsed,665.99,Nova Scotia,  quarterly  ,OVERDUE 
1232,C0232,P10232,2026-01-30,Life,Active,4561.49,Alberta,Monthly,Paid
1621,C0621,P10621,2026-03-25,Annuity,  pending  ,3819.12,British Columbia,Quarterly,Overdue
1334,C0334,P10334,2026-03-29,Life,Lapsed,4597.12,Ontario,Monthly,Overdue
1130,C0130,P10130,2026-03-27,Life,Lapsed,1693.41,Quebec,Annual,PENDING 
2012,C1012,P11012,2026-01-07T00:00:00.000000000,Life,Pending,3614.73,Quebec,Quarterly,Paid
1645,C0645,P10645,2026-03-02T00:00:00.000000000,Annuity,Lapsed,,British Columbia,Monthly,Pending
1974,C0974,P10974,2026-03-23,Annuity,  pending  ,2820.56,  quebec  ,Monthly,Overdue
1383,C0383,P10383,2026-01-06,ANNUITY ,Active,4548.41,,Quarterly,Overdue
1868,C0868,P10868,2026-02-23,Annuity,Lapsed,3420.84,  ontario  ,  quarterly  ,Paid
1543,C0543,P10543,2026-01-22T00:00:00.000000000,ANNUITY ,  pending  ,4257.19,Manitoba,Monthly,Pending
1342,C0342,P10342,2026-03-18,Annuity,Pending,1441.09,Ontario,  monthly  ,Paid
1875,C0875,P10875,2026-03-31,Life,Lapsed,3141.78,Ontario,Monthly,Overdue
1332,C0332,P10332,2026-02-20,Annuity,  lapsed  ,4568.71,  ontario  ,MONTHLY ,Paid
1410,C0410,P10410,2026-01-10,Annuity,Pending,2968.71,Nova Scotia,Monthly,Pending
1077,C0077,P10077,2026-01-09,Annuity,Lapsed,2681.73,Alberta,Annual,Pending
1869,C0869,P10869,2026-03-26T00:00:00.000000000,Annuity,Lapsed,1960.64,Alberta,Annual,Paid
1139,C0139,P10139,2026-01-17,Life,Active,4975.48,Alberta,  quarterly  ,PENDING 
1544,C0544,P10544,2026-01-04T00:00:00.000000000,LIFE ,Lapsed,1095.24,Alberta,Quarterly,Overdue
1674,C0674,P10674,2026-02-14,Life,Active,3638.62,Ontario,Monthly,Paid
1921,C0921,P10921,2026-02-16,Annuity,Active,1558.56,Manitoba,  annual  ,
1064,C0064,P10064,2026-02-05,Annuity,Active,4742.84,Alberta,Annual,Paid
1142,C0142,P10142,2026-02-06,Annuity,Pending,4677.43,Nova Scotia,Quarterly,Pending
1717,C0717,P10717,2026-02-28,Life,Pending,4840.34,Ontario,Monthly,OVERDUE 
1377,C0377,P10377,2026-01-13,  life  ,Pending,3171.17,Nova Scotia,Monthly,Paid
1364,C0364,P10364,2026-02-21,Life,Pending,1442.07,Nova Scotia,Monthly,OVERDUE 
1140,C0140,P10140,2026-01-30T00:00:00.000000000,ANNUITY ,Active,INVALID_AMT,British Columbia,Annual,Pending
1885,C0885,P10885,2026-03-28,Life,Active,4158.44,Manitoba,Monthly,PENDING 
2042,C1042,P11042,2026-01-29,Life,Lapsed,1757.15,  british columbia  ,Quarterly,Pending
1225,C0225,P10225,2026-03-14,Life,Active,3058.34,Alberta,  quarterly  ,Overdue
1515,C0515,P10515,2026-02-28,Annuity,Pending,2774.79,Nova Scotia,Quarterly,Paid
1267,C0267,P10267,2026-03-13,Life,LAPSED ,1028.87,Ontario,Annual,  overdue  
1991,C0991,P10991,2026-03-21,Life,Lapsed,3941.64,Alberta,Monthly,Overdue
1487,C0487,P10487,2026-03-11,Life,Pending,652.46,British Columbia,Quarterly,Pending
1353,C0353,P10353,2026-02-11,Annuity,Active,1296.55,Nova Scotia,Annual,Pending
2006,C1006,P11006,2026-01-10,Annuity,Lapsed,1452.9,Alberta,Quarterly,Overdue
1618,C0618,P10618,2026-03-03T00:00:00.000000000,ANNUITY ,Active,2659.44,Ontario,Quarterly,Pending
1668,C0668,P10668,2026-02-09T00:00:00.000000000,Life,Active,3551.07,Nova Scotia,Quarterly,OVERDUE 
1775,C0775,P10775,2026-01-13,LIFE ,Active,2656.76,Ontario,Monthly,Pending
1554,C0554,P10554,2026-02-09,Annuity,Lapsed,1628.29,Ontario,  annual  ,Pending
1576,C0576,P10576,2026-02-04T00:00:00.000000000,Annuity,Lapsed,4185.96,British Columbia,Quarterly,Paid
1915,C0915,P10915,2026-02-06T00:00:00.000000000,Life,Pending,INVALID_AMT,  manitoba  ,Annual,Pending
1466,C0466,P10466,2026-02-06,Annuity,  pending  ,3682.57,Quebec,Monthly,Overdue
1591,C0591,P10591,2026-01-10T00:00:00.000000000,Annuity,Pending,3147.19,Nova Scotia,Annual,Pending
1765,C0765,P10765,2026-03-17,Annuity,Active,4419.36,Nova Scotia,Annual,Overdue
